chrom	start	end	nSites	recombRate	CI95LO	CI95HI	recomb_cM_Mb	recomb_quantile_100
b'5'	84000	98000	1305	6.36510162855655e-10	1.45956998099775e-10	1.59693113338616e-09	0.0636510162855655	21
b'5'	98000	112000	1062	3.03529913539478e-10	0	1.226936387047e-09	0.0303529913539478	5
b'5'	112000	126000	802	5.96256859420994e-10	1.05053606348602e-10	1.53467388683948e-09	0.0596256859420994	19
b'5'	126000	140000	885	7.70732939731878e-10	1.49687624557394e-10	1.65428834079743e-09	0.0770732939731878	30
b'5'	140000	154000	1421	1.26615437093739e-09	4.09915833920391e-10	1.94735780348834e-09	0.126615437093739	58
b'5'	154000	168000	1509	1.58048520345416e-09	6.71774176195398e-10	2.14886899348803e-09	0.158048520345416	72
b'5'	168000	182000	1196	4.1322088830027e-10	5.68305294092575e-11	1.35791895252053e-09	0.041322088830027	10
b'5'	182000	196000	1154	1.4414364595429e-09	5.79208324819206e-10	2.02343990498025e-09	0.14414364595429	66
b'5'	196000	210000	1156	1.2248428659968e-10	0	8.46191100520657e-10	0.012248428659968	2
b'5'	210000	224000	1401	4.72050052906829e-10	1.18819333232749e-10	1.38514150813039e-09	0.0472050052906829	12
b'5'	224000	238000	1491	8.74910142035573e-10	1.93213001632236e-10	1.75742822287141e-09	0.0874910142035573	37
b'5'	238000	252000	883	6.49206904260837e-10	1.13736158738989e-10	1.53725907772527e-09	0.0649206904260837	22
b'5'	252000	266000	1557	4.53827642596141e-10	1.00596922922061e-10	1.3669190978197e-09	0.0453827642596141	11
b'5'	266000	280000	1466	8.37605175470834e-10	2.09507842992906e-10	1.73036867748478e-09	0.0837605175470834	33
b'5'	280000	294000	1346	9.41488245571199e-10	2.13279760392238e-10	1.77195375304432e-09	0.0941488245571199	39
b'5'	294000	308000	932	2.7984423316325e-09	2.06806601109787e-09	3.12985591709623e-09	0.27984423316325	95
b'5'	308000	322000	1205	5.96496181565409e-10	7.93186363314598e-11	1.5497957874868e-09	0.0596496181565409	19
b'5'	322000	336000	1177	1.07017483737529e-09	2.7816510735349e-10	1.80473855833633e-09	0.107017483737529	47
b'5'	336000	350000	1213	1.36005524829591e-09	5.06126295747034e-10	1.96642556891752e-09	0.136005524829591	62
b'5'	350000	364000	1258	1.76837824966632e-09	8.61469915124886e-10	2.23773418156433e-09	0.176837824966632	78
b'5'	364000	378000	871	2.79160310887939e-09	2.06122678834476e-09	3.12301669434313e-09	0.279160310887939	95
b'5'	378000	392000	1255	1.42987410759483e-09	5.67645972871132e-10	2.01187755303218e-09	0.142987410759483	65
b'5'	392000	406000	1514	1.34076162707014e-09	5.13821849305202e-10	1.98456834611743e-09	0.134076162707014	61
b'5'	406000	420000	1593	9.42888092752081e-10	2.14679607573121e-10	1.7733536002252e-09	0.0942888092752081	40
b'5'	420000	434000	1607	3.02955892535266e-10	2.44053626711247e-11	1.20362817373632e-09	0.0302955892535266	5
b'5'	434000	448000	1413	1.18525900957891e-09	4.20925000993911e-10	1.91271971791742e-09	0.118525900957891	53
b'5'	448000	462000	1281	2.39759962094561e-10	0	1.2033369747194e-09	0.0239759962094561	4
b'5'	462000	476000	1095	6.52460696059628e-10	1.16989950537779e-10	1.54051286952406e-09	0.0652460696059628	22
b'5'	476000	490000	884	1.43006643288533e-09	6.04360948343585e-10	2.03876117749356e-09	0.143006643288533	65
b'5'	490000	504000	605	1.26659414763987e-09	4.30539708071851e-10	1.95195276194506e-09	0.126659414763987	59
b'5'	504000	518000	694	1.12533111353203e-09	3.4195587107961e-10	1.87462637270459e-09	0.112533111353203	50
b'5'	518000	532000	984	9.2560014920013e-10	2.19441059663823e-10	1.76119677442616e-09	0.092560014920013	38
b'5'	532000	546000	957	4.98560974267559e-10	1.08659304983238e-10	1.44075285711428e-09	0.0498560974267559	13
b'5'	546000	560000	853	2.79897123976571e-09	2.06859491923108e-09	3.13038482522945e-09	0.279897123976571	95
b'5'	560000	574000	1040	2.88489658251863e-09	2.154520261984e-09	3.21631016798237e-09	0.288489658251864	98
b'5'	574000	588000	644	1.5913099410292e-09	7.18457327231212e-10	2.12433135692304e-09	0.15913099410292	72
b'5'	588000	602000	1330	2.11438549954706e-09	1.30485542324037e-09	2.50771057205894e-09	0.211438549954706	86
b'5'	602000	616000	1137	9.88104390281771e-10	2.44412876354823e-10	1.81878790114801e-09	0.0988104390281771	42
b'5'	616000	630000	1039	1.65688838496995e-09	7.94159020632881e-10	2.13123328166479e-09	0.165688838496995	74
b'5'	630000	644000	1160	8.34419366210086e-10	2.06322033732157e-10	1.72718286822403e-09	0.0834419366210086	33
b'5'	644000	658000	1345	2.84471130973378e-09	2.16122873364226e-09	3.19257574698943e-09	0.284471130973378	97
b'5'	658000	672000	1049	2.0919835050742e-09	1.24567452939703e-09	2.51894826306773e-09	0.20919835050742	86
b'5'	672000	686000	1401	1.15992688807414e-09	3.85288177952632e-10	1.89469814857629e-09	0.115992688807414	51
b'5'	686000	700000	896	1.18355058696646e-09	4.19216578381464e-10	1.91101129530498e-09	0.118355058696646	53
b'5'	700000	714000	809	8.56372542578409e-10	2.28275210100481e-10	1.74913604459236e-09	0.0856372542578409	35
b'5'	714000	728000	787	3.04500708169966e-10	0	1.22790718167749e-09	0.0304500708169966	5
b'5'	728000	742000	954	1.27206227499115e-09	4.36007835423129e-10	1.95742088929634e-09	0.127206227499115	59
b'5'	742000	756000	830	2.08530576576923e-09	1.23899679009206e-09	2.51227052376276e-09	0.208530576576923	85
b'5'	756000	770000	1052	5.85712339141736e-10	9.45090860693437e-11	1.52412936656022e-09	0.0585712339141736	18
b'5'	770000	784000	1133	1.57950503879643e-09	6.70794011537671e-10	2.14788882883031e-09	0.157950503879643	71
b'5'	784000	798000	1119	1.13119655745049e-09	3.47821314998072e-10	1.88049181662305e-09	0.113119655745049	50
b'5'	798000	812000	730	3.40328756947087e-10	8.35407864449345e-12	1.3224194351725e-09	0.0340328756947087	7
b'5'	812000	826000	1180	2.08964618168415e-09	1.24333720600698e-09	2.51661093967768e-09	0.208964618168415	86
b'5'	826000	840000	918	1.77142024396114e-09	8.6451190941971e-10	2.24077617585915e-09	0.177142024396114	78
b'5'	840000	854000	955	1.00168310480658e-09	2.57991590879636e-10	1.83236661567282e-09	0.100168310480658	43
b'5'	854000	868000	824	7.02546165926897e-10	1.57957197561608e-10	1.63487083894663e-09	0.0702546165926897	25
b'5'	868000	882000	1059	4.68560116485426e-10	1.15329396811345e-10	1.38165157170898e-09	0.0468560116485426	12
b'5'	882000	896000	623	1.08330128065995e-09	3.51174299397828e-10	1.84674944645694e-09	0.108330128065995	48
b'5'	896000	910000	986	4.62626098172148e-10	1.09395378498068e-10	1.37571755339571e-09	0.0462626098172148	12
b'5'	910000	924000	877	7.94839744568711e-10	1.53789426184693e-10	1.70598718539836e-09	0.0794839744568711	31
b'5'	924000	938000	716	5.0221362974038e-10	3.81301802930081e-11	1.45369043264213e-09	0.050221362974038	13
b'5'	938000	952000	596	1.25286047878165e-09	4.16806039213627e-10	1.93821909308684e-09	0.125286047878165	57
b'5'	952000	966000	964	1.33856764516059e-09	5.11627867395657e-10	1.98237436420788e-09	0.133856764516059	61
b'5'	966000	980000	1005	8.89010639912970e-10	1.86592030524503e-10	1.70113665634918e-09	0.0889010639912969	37
b'5'	980000	994000	1154	7.3891340621977e-10	1.58566710519819e-10	1.66830291601592e-09	0.073891340621977	27
b'5'	994000	1008000	1057	1.08591146871287e-09	3.53784487450743e-10	1.84935963450986e-09	0.108591146871287	48
b'5'	1008000	1022000	1306	1.0636122809823e-09	3.4328354959724e-10	1.85725411656591e-09	0.10636122809823	46
b'5'	1022000	1036000	958	2.96886418766577e-09	2.23848786713114e-09	3.3002777731295e-09	0.296886418766577	99
b'5'	1036000	1050000	1000	2.99128706156966e-09	2.26091074103502e-09	3.32270064703339e-09	0.299128706156966	100
b'5'	1050000	1064000	1144	7.67573840717231e-10	1.63366689739034e-10	1.66672623214869e-09	0.0767573840717231	30
b'5'	1064000	1078000	721	1.31419523407166e-09	4.21489805048576e-10	1.94227136961649e-09	0.131419523407166	61
b'5'	1078000	1092000	872	9.45480929730429e-10	2.39321840194122e-10	1.78107755495646e-09	0.0945480929730429	40
b'5'	1092000	1106000	1401	9.54476224735201e-10	2.2626773955624e-10	1.78494173220832e-09	0.0954476224735201	41
b'5'	1106000	1120000	1130	2.40634154097246e-09	1.63683275650188e-09	2.77166443513048e-09	0.240634154097246	91
b'5'	1120000	1134000	1370	1.88625741326804e-09	1.03588071643097e-09	2.36502925210909e-09	0.188625741326804	81
b'5'	1134000	1148000	1411	2.66198125569133e-09	1.89506410090939e-09	2.98592408380898e-09	0.266198125569133	94
b'5'	1148000	1162000	1141	9.31768094230637e-10	2.2560900469433e-10	1.76736471945667e-09	0.0931768094230637	38
b'5'	1162000	1176000	1398	8.43062070003555e-10	2.14964737525627e-10	1.7358255720175e-09	0.0843062070003555	34
b'5'	1176000	1190000	1429	1.34014305575075e-09	5.13203277985816e-10	1.98394977479804e-09	0.134014305575075	61
b'5'	1190000	1204000	814	8.64634287351122e-10	1.82937146947785e-10	1.74715236818696e-09	0.0864634287351121	36
b'5'	1204000	1218000	1423	1.04729196128053e-09	3.26963229895478e-10	1.84093379686415e-09	0.104729196128053	45
b'5'	1218000	1232000	1435	1.02734198957836e-09	3.07013258193305e-10	1.82098382516197e-09	0.102734198957836	44
b'5'	1232000	1246000	1284	1.82880036807378e-09	1.02714493437175e-09	2.28590868038661e-09	0.182880036807378	79
b'5'	1246000	1260000	1277	1.76129862092183e-09	8.54390286380399e-10	2.23065455281984e-09	0.176129862092183	77
b'5'	1260000	1274000	618	2.86911443087656e-09	2.12687236029273e-09	3.19443576186162e-09	0.286911443087656	98
b'5'	1274000	1288000	1670	1.58679351313988e-09	7.13940899341883e-10	2.11981492903372e-09	0.158679351313988	72
b'5'	1288000	1302000	963	1.14078209842949e-09	3.57406855977064e-10	1.89007735760204e-09	0.114078209842949	51
b'5'	1302000	1316000	1114	1.30206732871098e-09	4.09361899687892e-10	1.93014346425581e-09	0.130206732871098	60
b'5'	1316000	1330000	1272	1.58621920024702e-09	7.13366586449024e-10	2.11924061614086e-09	0.158621920024702	72
b'5'	1330000	1344000	1407	1.98834679946172e-09	1.17964021720577e-09	2.42861176283674e-09	0.198834679946172	83
b'5'	1344000	1358000	1377	2.86885755257665e-09	2.12661548199283e-09	3.19417888356171e-09	0.286885755257665	98
b'5'	1358000	1372000	1477	1.25336923666489e-09	3.97130699647895e-10	1.93457266921585e-09	0.125336923666489	57
b'5'	1372000	1386000	1405	2.29365693620689e-09	1.54452897654191e-09	2.64391337672467e-09	0.229365693620689	90
b'5'	1386000	1400000	990	2.09223240888284e-09	1.24592343320567e-09	2.51919716687637e-09	0.209223240888284	86
b'5'	1400000	1414000	1280	1.55771887817956e-09	6.49007850920799e-10	2.12610266821343e-09	0.155771887817956	70
b'5'	1414000	1428000	1310	2.02578195371949e-09	1.23964286933397e-09	2.43371829398264e-09	0.202578195371949	85
b'5'	1428000	1442000	1195	1.13500903712332e-09	3.51633794670898e-10	1.88430429629588e-09	0.113500903712332	50
b'5'	1442000	1456000	1299	1.17616794569377e-09	4.01529235572261e-10	1.91093920619591e-09	0.117616794569377	53
b'5'	1456000	1470000	1339	2.99295054044773e-09	2.2625742199131e-09	3.32436412591147e-09	0.299295054044773	100
b'5'	1470000	1484000	1174	2.88366940799395e-09	2.15329308745931e-09	3.21508299345768e-09	0.288366940799395	98
b'5'	1484000	1498000	904	9.44647445871425e-10	2.38488356335119e-10	1.78024407109746e-09	0.0944647445871425	40
b'5'	1498000	1512000	1138	1.48553750768275e-09	6.13515929125386e-10	2.06366269429491e-09	0.148553750768275	68
b'5'	1512000	1526000	1224	1.33425780020555e-09	5.07318022440616e-10	1.97806451925284e-09	0.133425780020555	61
b'5'	1526000	1540000	1142	1.77255830354594e-09	8.65649969004502e-10	2.24191423544394e-09	0.177255830354594	78
b'5'	1540000	1554000	1040	1.22015833596166e-09	4.40819316254156e-10	1.90290349081799e-09	0.122015833596166	55
b'5'	1554000	1568000	1034	1.18670569443584e-09	4.22371685850838e-10	1.91416640277435e-09	0.118670569443584	53
b'5'	1568000	1582000	1258	7.75804716177025e-10	1.5475940100254e-10	1.65936011724257e-09	0.0775804716177025	31
b'5'	1582000	1596000	1303	2.29452605607374e-09	1.54539809640876e-09	2.64478249659152e-09	0.229452605607374	90
b'5'	1596000	1610000	992	1.47976205714424e-09	6.07740478586875e-10	2.0578872437564e-09	0.147976205714424	68
b'5'	1610000	1624000	426	1.06008135069173e-09	3.39752619306673e-10	1.85372318627534e-09	0.106008135069173	46
b'5'	1624000	1638000	1287	8.16407030320618e-10	1.753567119366e-10	1.72755447115027e-09	0.0816407030320618	32
b'5'	1638000	1652000	1305	2.52349898372072e-09	1.80975426483753e-09	2.88246012231196e-09	0.252349898372072	92
b'5'	1652000	1666000	1697	1.3044593645872e-09	4.11753935564113e-10	1.93253550013203e-09	0.13044593645872	60
b'5'	1666000	1680000	1102	1.22263058089085e-09	4.43291561183349e-10	1.90537573574719e-09	0.122263058089085	55
b'5'	1680000	1694000	1277	1.26281024933479e-09	4.06571712317799e-10	1.94401368188575e-09	0.12628102493348	58
b'5'	1694000	1708000	1275	1.80059018949507e-09	8.75939776314053e-10	2.30824152157737e-09	0.180059018949507	78
b'5'	1708000	1722000	1318	2.17266313543761e-09	1.37840514827979e-09	2.58482985841156e-09	0.217266313543761	88
b'5'	1722000	1736000	659	1.25283567063773e-09	4.16781231069704e-10	1.93819428494291e-09	0.125283567063773	57
b'5'	1736000	1750000	1303	1.37062837706259e-09	5.16699424513709e-10	1.97699869768419e-09	0.137062837706259	63
b'5'	1750000	1764000	1141	1.5745248693197e-09	6.65813842060943e-10	2.14290865935358e-09	0.15745248693197	71
b'5'	1764000	1778000	929	1.37647183833055e-09	5.57522232978213e-10	1.99250267578309e-09	0.137647183833055	63
b'5'	1778000	1792000	1209	2.11743634054313e-09	1.30790626423644e-09	2.51076141305502e-09	0.211743634054313	86
b'5'	1792000	1806000	1446	1.36936992757996e-09	5.15440975031086e-10	1.97574024820157e-09	0.136936992757996	62
b'5'	1806000	1820000	1095	1.20370042279893e-09	4.24361403091424e-10	1.88644557765526e-09	0.120370042279893	54
b'5'	1820000	1834000	993	2.96715944079539e-09	2.23678312026076e-09	3.29857302625912e-09	0.296715944079539	99
b'5'	1834000	1848000	1167	1.37465437373906e-09	5.20725421190181e-10	1.98102469436067e-09	0.137465437373906	63
b'5'	1848000	1862000	541	2.08483208098803e-09	1.23852310531086e-09	2.51179683898156e-09	0.208483208098803	85
b'5'	1862000	1876000	917	2.97991294499589e-09	2.24953662446126e-09	3.31132653045962e-09	0.297991294499589	99
b'5'	1876000	1890000	930	2.84362719468136e-09	2.11325087414673e-09	3.17504078014509e-09	0.284362719468136	97
b'5'	1890000	1904000	873	1.21182625106314e-09	4.32487231355639e-10	1.89457140591948e-09	0.121182625106314	55
b'5'	1904000	1918000	964	1.43112756056027e-09	5.68899425836571e-10	2.01313100599762e-09	0.143112756056027	65
b'5'	1918000	1932000	599	2.14085312132716e-09	1.27576799001971e-09	2.55186452401723e-09	0.214085312132716	87
b'5'	1932000	1946000	857	2.55692142171921e-09	1.81139200851505e-09	2.91406216092366e-09	0.255692142171921	93
b'5'	1946000	1960000	916	1.24627791096154e-09	3.9003937394454e-10	1.92748134351249e-09	0.124627791096154	57
b'5'	1960000	1974000	1039	8.18612375880217e-10	1.77562057496199e-10	1.72975981670987e-09	0.0818612375880217	32
b'5'	1974000	1988000	962	9.97585038665295e-10	2.53893524738348e-10	1.82826854953153e-09	0.0997585038665295	42
b'5'	1988000	2002000	855	1.9718270671768e-09	1.12356220604604e-09	2.39921113420227e-09	0.19718270671768	83
b'5'	2002000	2016000	946	9.27402184863954e-10	2.21243095327647e-10	1.76299881008999e-09	0.0927402184863954	38
b'5'	2016000	2030000	356	5.15937878730797e-10	5.18544292834243e-11	1.46741468163255e-09	0.0515937878730797	15
b'5'	2030000	2044000	581	2.34554517750346e-10	0	1.14961350744259e-09	0.0234554517750346	4
b'5'	2044000	2058000	489	1.2701489413129e-10	0	8.50721708052267e-10	0.012701489413129	2
b'5'	2058000	2072000	270	2.53172761871248e-10	0	1.16823175156349e-09	0.0253172761871248	4
b'5'	2072000	2086000	750	1.55478107559718e-09	6.46070048338422e-10	2.12316486563106e-09	0.155478107559718	70
b'5'	2086000	2100000	314	5.20693726211077e-10	1.30792056926757e-10	1.4628856090578e-09	0.0520693726211077	15
b'5'	2100000	2114000	559	9.35245744951434e-10	2.29086655415127e-10	1.77084237017747e-09	0.0935245744951434	39
b'5'	2114000	2128000	600	1.25557017976346e-09	4.19515740195441e-10	1.94092879406865e-09	0.125557017976346	57
b'5'	2128000	2142000	402	6.57010386915322e-10	1.66457222159441e-10	1.61743135744583e-09	0.0657010386915322	22
b'5'	2142000	2156000	977	2.83439273379538e-09	2.10401641326075e-09	3.16580631925912e-09	0.283439273379538	96
b'5'	2156000	2170000	654	1.24777166712218e-09	3.91533130105186e-10	1.92897509967314e-09	0.124777166712218	57
b'5'	2170000	2184000	728	5.87069248671208e-10	9.58659955988160e-11	1.52548627608969e-09	0.0587069248671208	19
b'5'	2184000	2198000	636	1.4474407491775e-10	0	9.77395267357221e-10	0.014474407491775	2
b'5'	2198000	2212000	456	4.64926539540094e-10	1.11695819866014e-10	1.37801799476365e-09	0.0464926539540094	12
b'5'	2212000	2226000	403	2.27606941597166e-10	0	1.14266593128941e-09	0.0227606941597166	3
b'5'	2226000	2240000	602	9.01826021181634e-10	1.99407411793167e-10	1.71395203761784e-09	0.0901826021181634	38
b'5'	2240000	2254000	195	7.60078271792009e-10	1.39032956617525e-10	1.64363367285756e-09	0.0760078271792009	29
b'5'	2254000	2268000	113	5.06615648600327e-10	4.25321991529549e-11	1.45809245150208e-09	0.0506615648600327	14
b'5'	2268000	2282000	573	4.19046080477276e-10	3.07543289476194e-11	1.3626424703902e-09	0.0419046080477276	10
b'5'	2282000	2296000	733	4.35896579246798e-10	4.76048277171412e-11	1.37949296915972e-09	0.0435896579246798	11
b'5'	2296000	2310000	315	7.80605409759699e-10	1.59560094585214e-10	1.66416081082525e-09	0.0780605409759699	31
b'5'	2310000	2324000	689	7.82040469303577e-10	1.60995154129093e-10	1.66559587036913e-09	0.0782040469303577	31
b'5'	2324000	2338000	766	6.53181988794633e-10	1.17711243272784e-10	1.54123416225907e-09	0.0653181988794633	22
b'5'	2338000	2352000	490	1.04621622732904e-09	3.25887495943986e-10	1.83985806291266e-09	0.104621622732904	45
b'5'	2352000	2366000	443	8.55890908226231e-10	2.27793575748302e-10	1.74865441024018e-09	0.0855890908226231	35
b'5'	2366000	2380000	634	1.0818274015418e-09	3.4970042027967e-10	1.84527556733878e-09	0.10818274015418	48
b'5'	2380000	2394000	681	1.61499004765917e-09	7.38336003857066e-10	2.14706785169769e-09	0.161499004765917	73
b'5'	2394000	2408000	877	5.63404313933027e-10	1.13749539407173e-10	1.5156967366287e-09	0.0563404313933027	17
b'5'	2408000	2422000	576	2.9366594040505e-09	2.20628308351587e-09	3.26807298951423e-09	0.29366594040505	99
b'5'	2422000	2436000	847	2.55204895771514e-09	1.80651954451098e-09	2.90918969691959e-09	0.255204895771514	92
b'5'	2436000	2450000	783	1.50486745648318e-09	6.79002448158356e-10	2.06632901150963e-09	0.150486745648318	68
b'5'	2450000	2464000	802	1.35642889823329e-09	5.02499945684413e-10	1.9627992188549e-09	0.135642889823329	62
b'5'	2464000	2478000	187	7.00855025532241e-10	1.56266057166951e-10	1.63317969855198e-09	0.0700855025532241	25
b'5'	2492000	2506000	195	2.06491792440761e-09	1.25745125310334e-09	2.49908982284114e-09	0.206491792440761	85
b'5'	2506000	2520000	176	1.14135804360103e-09	3.57982801148605e-10	1.89065330277358e-09	0.114135804360103	51
b'5'	2548000	2562000	99	6.43967857247004e-10	1.53414692491123e-10	1.60438882777751e-09	0.0643967857247004	21
b'5'	2562000	2576000	295	8.57073774483823e-10	2.28976442005895e-10	1.74983727649777e-09	0.0857073774483823	35
b'5'	2576000	2590000	277	1.0047885336874e-09	2.61097019760452e-10	1.83547204455364e-09	0.10047885336874	43
b'5'	2590000	2604000	70	1.07490343657287e-09	2.82893706551063e-10	1.8094671575339e-09	0.107490343657287	47
b'5'	2604000	2618000	176	8.58614318974168e-10	1.76917178570832e-10	1.74113239981e-09	0.0858614318974168	35
b'5'	2618000	2632000	90	1.0939634433756e-09	3.61836462113473e-10	1.85741160917259e-09	0.10939634433756	49
b'5'	2632000	2646000	169	8.02864400368783e-10	1.61814081984766e-10	1.71401184119844e-09	0.0802864400368783	32
b'5'	2646000	2660000	53	1.1252992093369e-09	3.41923966884475e-10	1.87459446850945e-09	0.11252992093369	50
b'5'	2660000	2674000	199	3.82668418410232e-10	8.16348009322125e-11	1.30055252046874e-09	0.0382668418410232	8
b'5'	2674000	2688000	165	7.49904398328781e-10	1.69557702628829e-10	1.67929390812493e-09	0.0749904398328781	28
b'5'	2730000	2744000	538	6.04635096873151e-10	8.74575516392026e-11	1.55793470279454e-09	0.0604635096873151	20
b'5'	2744000	2758000	799	7.77019629921392e-10	1.55974314746908e-10	1.66057503098694e-09	0.0777019629921392	31
b'5'	2758000	2772000	472	5.31627042369144e-10	6.75435929217713e-11	1.4831038452709e-09	0.0531627042369143	16
b'5'	2772000	2786000	735	6.61107132281494e-10	1.70553967525613e-10	1.621528102812e-09	0.0661107132281494	23
b'5'	2786000	2800000	512	8.39288889620499e-10	2.11191557142571e-10	1.73205239163445e-09	0.0839288889620499	34
b'5'	2800000	2814000	909	5.13883809713376e-10	1.23982140429056e-10	1.4560756925601e-09	0.0513883809713376	14
b'5'	2814000	2828000	700	9.89639903495315e-10	2.45948389568368e-10	1.82032341436155e-09	0.0989639903495315	42
b'5'	2828000	2842000	611	1.04997277342172e-09	3.29644042036667e-10	1.84361460900534e-09	0.104997277342172	46
b'5'	2842000	2856000	349	1.73927121090333e-09	8.5865503647763e-10	2.24805625832946e-09	0.173927121090333	77
b'5'	2856000	2870000	729	6.93838619551322e-10	1.49249651186032e-10	1.62616329257106e-09	0.0693838619551322	24
b'5'	2870000	2884000	660	9.30958976506487e-10	2.02750491327526e-10	1.76142448397961e-09	0.0930958976506487	38
b'5'	2898000	2912000	179	5.08453081480121e-10	1.18551412195801e-10	1.45064496432684e-09	0.0508453081480121	14
b'5'	2912000	2926000	90	1.24571705502269e-09	3.89478518005691e-10	1.92692048757365e-09	0.124571705502269	57
b'5'	2926000	2940000	142	1.22107576068634e-09	4.41736740978841e-10	1.90382091554268e-09	0.122107576068634	55
b'5'	2940000	2954000	327	3.26888195268862e-10	1.25285157907218e-12	1.25029466877639e-09	0.0326888195268862	6
b'5'	2954000	2968000	714	1.17588270888806e-09	4.01243998766551e-10	1.9106539693902e-09	0.117588270888806	53
b'5'	2968000	2982000	360	8.59411469057341e-10	1.77714328654005e-10	1.74192954989318e-09	0.0859411469057341	36
b'5'	2982000	2996000	163	5.23012807952357e-10	1.33111138668037e-10	1.46520469079908e-09	0.0523012807952357	15
b'5'	2996000	3010000	430	2.49227587693546e-09	1.73236985549408e-09	2.85875517939593e-09	0.249227587693546	92
b'5'	3010000	3024000	316	1.21099295722131e-09	4.3165393751381e-10	1.89373811207765e-09	0.121099295722131	55
b'5'	3024000	3038000	370	5.52706932624314e-10	1.03052158098461e-10	1.50499935531999e-09	0.0552706932624314	17
b'5'	3038000	3052000	487	1.86743131975225e-10	0	1.09725953313991e-09	0.0186743131975225	3
b'5'	3052000	3066000	400	1.42247959470366e-10	0	9.74899151909837e-10	0.0142247959470366	2
b'5'	3066000	3080000	388	0	0	5.98647054150802e-10	0	1
b'5'	3080000	3094000	335	1.19866198891663e-09	4.19322969209125e-10	1.88140714377296e-09	0.119866198891663	54
b'5'	3094000	3108000	492	7.58661100713269e-10	1.54453949735071e-10	1.65781349214473e-09	0.0758661100713268	29
b'5'	3108000	3122000	253	1.8575580447338e-09	1.08981135906343e-09	2.28786120450457e-09	0.18575580447338	80
b'5'	3122000	3136000	212	2.12425652419834e-09	1.31472644789165e-09	2.51758159671022e-09	0.212425652419834	87
b'5'	3136000	3150000	411	6.10324148782853e-10	9.31466035489038e-11	1.56362375470424e-09	0.0610324148782853	20
b'5'	3150000	3164000	635	4.85077754275656e-10	9.51760849913356e-11	1.42726963712238e-09	0.0485077754275656	12
b'5'	3164000	3178000	710	6.46681881282614e-10	1.11211135760765e-10	1.53473405474705e-09	0.0646681881282614	21
b'5'	3178000	3192000	801	2.19226150001213e-10	0	1.13428513969345e-09	0.0219226150001213	3
b'5'	3192000	3206000	914	7.72107991228981e-10	1.51062676054496e-10	1.65566339229453e-09	0.0772107991228981	30
b'5'	3206000	3220000	695	1.62035421381064e-09	7.43700170008536e-10	2.15243201784916e-09	0.162035421381064	73
b'5'	3220000	3234000	218	1.22213140577292e-09	4.42792386065421e-10	1.90487656062926e-09	0.122213140577292	55
b'5'	3234000	3248000	971	1.56743958367047e-09	6.58728556411714e-10	2.13582337370435e-09	0.156743958367047	71
b'5'	3248000	3262000	1140	3.11376812945175e-10	0	1.2347832864527e-09	0.0311376812945175	6
b'5'	3262000	3276000	1252	7.3602364994727e-10	1.55676954247319e-10	1.66541315974342e-09	0.073602364994727	27
b'5'	3276000	3290000	774	9.9187672337513e-10	2.48185209448182e-10	1.82256023424137e-09	0.099187672337513	42
b'5'	3290000	3304000	866	4.94206044335674e-10	3.01225948883015e-11	1.44568284723743e-09	0.0494206044335674	13
b'5'	3304000	3318000	934	2.62400938334572e-10	0	1.22597795095941e-09	0.0262400938334572	5
b'5'	3318000	3332000	979	1.94222393201593e-09	1.13985647620596e-09	2.41665801292635e-09	0.194222393201593	82
b'5'	3332000	3346000	211	1.29909168467552e-09	4.0638625565243e-10	1.92716782022035e-09	0.129909168467552	60
b'5'	3346000	3360000	941	1.14504247973343e-09	3.61667237281006e-10	1.89433773890598e-09	0.114504247973343	51
b'5'	3360000	3374000	695	3.83708292071312e-10	8.26746745932928e-11	1.30159239412982e-09	0.0383708292071312	8
b'5'	3374000	3388000	729	3.00630587877459e-10	0	1.22403706138499e-09	0.0300630587877459	5
b'5'	3388000	3402000	549	8.38722725660902e-10	2.10625393182973e-10	1.73148622767485e-09	0.0838722725660901	33
b'5'	3402000	3416000	1220	2.28740752676404e-09	1.53827956709907e-09	2.63766396728182e-09	0.228740752676404	90
b'5'	3416000	3430000	944	7.69905382601114e-10	1.65698231622917e-10	1.66905777403257e-09	0.0769905382601114	30
b'5'	3430000	3444000	996	5.7599636850501e-10	8.47931154326179e-11	1.51441339592349e-09	0.057599636850501	18
b'5'	3444000	3458000	843	7.60337039733949e-10	1.56129888755752e-10	1.65948943116541e-09	0.0760337039733949	29
b'5'	3458000	3472000	874	5.52388551060521e-10	1.02733776534667e-10	1.5046809737562e-09	0.0552388551060521	16
b'5'	3472000	3486000	910	6.93406252602996e-10	1.48817284237706e-10	1.62573092562273e-09	0.0693406252602996	24
b'5'	3486000	3500000	766	3.36652361737176e-10	1.10170180473866e-11	1.2600588352447e-09	0.0336652361737176	7
b'5'	3500000	3514000	1169	5.75343955438314e-10	8.41407023659221e-11	1.51376098285679e-09	0.0575343955438314	18
b'5'	3514000	3528000	1183	1.41848586420878e-09	5.92780379667025e-10	2.027180608817e-09	0.141848586420878	64
b'5'	3528000	3542000	553	1.10136699221727e-09	3.6924001095514e-10	1.86481515801425e-09	0.110136699221727	49
b'5'	3542000	3556000	1233	1.72921004447593e-09	8.4859387005023e-10	2.23799509190206e-09	0.172921004447593	76
b'5'	3556000	3570000	1175	3.28523918163815e-10	0	1.31061459638923e-09	0.0328523918163815	6
